Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
98e4223a-5ad8-94e0-2d73-ee5203dd4e2b,2008-11-09,,999-92-2908,,,,Delfina519,Parisian75,,,,asian,nonhispanic,F,Boston  Massachusetts  US,752 Heller Vale Apt 5,Everett,Massachusetts,Middlesex County,02149,42.40872191301715,-71.057596736431,162931.84749999997,1462.6425
8fa5a097-1970-9370-4193-a7baa3d235b5,2000-08-25,,999-84-8860,S99941898,X42921765X,Ms.,Verla696,Hamill307,,,,white,nonhispanic,F,Waltham  Massachusetts  US,804 Mohr Lodge Apt 92,Everett,Massachusetts,Middlesex County,02148,42.45174075583735,-71.07017882809406,214600.8025,115026.04749999999
8c2d5e9b-0717-9616-beb9-21296a5b547d,1960-12-15,,999-50-8690,S99926520,X57197008X,Ms.,Zelda766,Ernser583,,,S,white,nonhispanic,F,Amherst  Massachusetts  US,874 Skiles Club,Haverhill,Massachusetts,Essex County,01830,42.77589674453584,-71.00661557505993,2341031.1384999994,177213.09149999998
a7624ac9-6308-e015-1c5c-115c97c631fe,1959-11-02,,999-16-7928,S99982440,X77033125X,Mrs.,Esther279,Runolfsson901,,Feil794,M,white,nonhispanic,F,Billerica  Massachusetts  US,389 Mraz Pathway Apt 38,Waltham,Massachusetts,Middlesex County,02453,42.39983230495903,-71.20603836220772,2286986.7040000004,480203.186
122b4063-18dc-f20f-204c-6f2da758717b,2018-09-16,,999-63-4674,,,,Carlota980,Morales679,,,,white,hispanic,F,Santiago de los Caballeros  Santiago  DO,990 Morissette Parade,Boston,Massachusetts,Suffolk County,,42.290594379019225,-71.09216720927036,10334.434,7684.245999999999
33c2ca32-ae38-66c5-474f-83273568906e,1955-10-25,,999-85-9194,S99955746,X89300658X,Mr.,Franklyn361,Tromp100,,,M,white,hispanic,M,Westford  Massachusetts  US,394 Weissnat Meadow,Georgetown,Massachusetts,Essex County,,42.76725122979463,-71.02479918632093,1860937.7349999999,52453.715
57b53310-98a9-f011-69c0-02068c37d83b,1972-07-13,,999-37-8837,S99918279,X61102329X,Mrs.,Tommye961,Simonis280,,Franecki195,M,white,nonhispanic,F,Newton  Massachusetts  US,893 McGlynn Street,Plymouth,Massachusetts,Plymouth County,02360,41.882954235476305,-70.5823612036686,1973363.8435000007,641759.8265
c9b4f8c6-d7be-6563-0560-c90cfe6b12ca,2003-10-08,,999-17-8551,S99937265,,Ms.,Pei116,Williamson769,,,,white,nonhispanic,F,Randolph  Massachusetts  US,996 Kemmer Port Unit 36,Woburn,Massachusetts,Middlesex County,01890,42.50824307962555,-71.17262434028189,1220556.9499999995,0.0
1f528581-7613-2b96-dce3-68c7cf967ea1,1985-04-03,,999-82-4137,S99935035,X77363212X,Mrs.,Bonita405,Bernier607,,Hagenes547,M,white,nonhispanic,F,Dover  Massachusetts  US,377 Sauer Rapid Apt 46,Whitman,Massachusetts,Plymouth County,,42.07379170797005,-70.92835410179248,2223556.5275000003,219554.6725
7024858b-f5e2-efee-8e2f-67f503fef6a5,1969-01-03,1997-02-17,999-91-3005,S99927148,X79375706X,Mrs.,Rosalia943,Klocko335,,Herzog843,M,white,nonhispanic,F,Boston  Massachusetts  US,898 Wisoky Green,Lynn,Massachusetts,Essex County,01906,42.506103654363784,-70.92554339324462,686276.755,24752.235
1cfa5a70-7f3c-4227-5cf1-e182fcff4cd4,1958-09-18,,999-24-1375,S99923833,X21908759X,Mrs.,Alaine226,Willms744,,Funk324,M,white,nonhispanic,F,North Westport  Massachusetts  US,112 Metz Track,Quincy,Massachusetts,Norfolk County,02186,42.250009252233156,-70.97805948557372,2056353.7810000004,599891.699
2f031d4a-b070-ce15-6372-30c8fecf1164,1994-09-30,,999-47-2075,S99936245,X18832457X,Ms.,Magdalene960,Orn563,,,S,asian,nonhispanic,F,Shanghai  Shanghai Municipality  CN,206 Harber Meadow,Lexington,Massachusetts,Middlesex County,02420,42.4005014969083,-71.18772151779837,1565996.5620000004,406247.94800000003
9a632ddc-b352-6dd7-0fb3-916fde80c9a3,1989-02-22,,999-66-5814,S99917255,X27930221X,Mr.,Shaun461,Dickens475,,,M,white,hispanic,M,Swampscott  Massachusetts  US,484 Bernier Orchard,Lunenburg,Massachusetts,Worcester County,,42.564948116857266,-71.7107186760784,797287.0900000001,2312.82
56bf1a47-8065-1ba5-6d8c-430b37a621bf,2007-06-22,,999-56-2288,,,,Denny560,Watsica258,,,,asian,nonhispanic,M,Boston  Massachusetts  US,112 Hintz Annex Unit 63,Concord,Massachusetts,Middlesex County,,42.48162919930732,-71.39566110181224,328040.88,0.0
7d1a0d44-6f3e-2cd5-3347-0d97e5b57612,1980-12-04,,999-18-4055,S99975869,X57447826X,Mr.,Doyle959,Johns824,,,M,white,nonhispanic,M,Clinton  Massachusetts  US,828 Jaskolski Well Apt 88,Reading,Massachusetts,Middlesex County,,42.46877404018137,-71.1483751166424,1008922.1599999998,443.03999999999996
8bf6aa92-645f-3c82-ddcd-5851496a6aa8,1967-05-07,,999-57-2811,S99974478,X11431912X,Mrs.,Ethelyn789,Vandervort697,,Kling921,M,white,nonhispanic,F,Lynn  Massachusetts  US,372 Jakubowski Vista Unit 76,Easton,Massachusetts,Bristol County,,42.062419342850724,-71.12403926366235,2008486.9385,409753.39149999997
f0660412-c40e-4d5c-5b11-08b6da289331,1975-01-24,,999-42-9701,S99913944,X52330687X,Mr.,Terry864,King743,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,827 Kling Burg Suite 32,Buzzards Bay,Massachusetts,Barnstable County,02542,41.77871179739307,-70.57317836662081,1196488.8525,3228.8775
53cc5b94-3c84-3ecf-ae94-f98203e3d8ba,2014-03-07,,999-85-1461,,,,Elwood28,Gottlieb798,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,289 Mraz Knoll,Braintree,Massachusetts,Norfolk County,02184,42.2199482596054,-70.97768016132693,189892.03999999998,0.0
060e72d3-912e-55cd-0c92-5faa6cb7a6db,1969-01-03,,999-66-6825,S99931952,X14008939X,Mr.,Benny518,Tillman293,,,S,white,nonhispanic,M,Medford  Massachusetts  US,941 Rodriguez Trace Suite 61,Quincy,Massachusetts,Norfolk County,02169,42.24005776018676,-70.9877474621171,181651.842,262994.9979999999
18f70d07-28a0-17f3-2605-bf21cceb194b,2020-02-08,,999-52-7055,,,,Ernestina649,Fahey393,,,,white,nonhispanic,F,Medford  Massachusetts  US,631 Muller Junction Apt 77,Cambridge,Massachusetts,Middlesex County,02141,42.35348723578543,-71.0679519301084,46898.770000000004,56.21999999999992
a7b903a5-5c6f-3f5e-4035-62d94b0b52b3,1995-12-21,,999-21-2434,S99916617,X56847635X,Ms.,Lavonia8,Abernathy524,,,,white,nonhispanic,F,Boxford  Massachusetts  US,702 Hane Boulevard,Medford,Massachusetts,Middlesex County,02145,42.416678966867124,-71.08159303400507,694925.9574999999,61101.17249999999
63198606-7c07-e63a-42a3-2f47419c881c,2015-01-22,,999-39-5566,,,,Rashida558,Murray856,,,,white,nonhispanic,F,Westborough  Massachusetts  US,400 Crooks Orchard,Everett,Massachusetts,Middlesex County,,42.43031720716706,-71.0188571341331,188478.56,131.21999999999994
2dacba2b-f4f3-9726-0f13-2f1a87f69bba,1988-03-15,,999-31-2745,S99997263,X23541953X,Mrs.,Margarite168,Boyer713,,Botsford977,M,white,nonhispanic,F,Southwick  Massachusetts  US,340 Ullrich Viaduct Unit 53,Waltham,Massachusetts,Middlesex County,02453,42.3262511391239,-71.21393960984742,1371909.6475,223046.0925
7d28d76a-9ac8-67b4-3c88-0a75be3d0851,1969-01-03,,999-55-6195,S99969519,X56639424X,Mrs.,Erna640,Robel940,,Kuhic920,M,white,nonhispanic,F,Boston  Massachusetts  US,974 Nienow Fork,Lynn,Massachusetts,Essex County,01907,42.48839988082722,-70.92033041907285,1849843.5155000004,396119.7145
307b6419-5147-4716-10b1-bb458ac191c3,2003-07-19,,999-53-6468,S99966610,,Ms.,Micheal721,Shields502,,,,white,nonhispanic,F,Worcester  Massachusetts  US,933 Jast Plaza,Fairhaven,Massachusetts,Bristol County,,41.65030476973869,-70.89413718801785,486024.12250000006,2349.0674999999997
0afb59a5-12cb-3b6a-eead-3a72d24fb678,1980-12-05,,999-49-6212,S99937895,X21978831X,Mr.,Hershel911,Lang846,MD,,S,white,nonhispanic,M,Webster  Massachusetts  US,976 Abernathy Fort Unit 80,Holbrook,Massachusetts,Norfolk County,02343,42.2004542432617,-71.05023864144283,1034683.7574999998,158.06249999999986
38565670-114d-6c46-50b9-76bbffb16ffb,1970-09-14,,999-61-2551,S99975387,X9893460X,Mrs.,Christal240,Glover433,,Ruecker817,M,white,nonhispanic,F,Boston  Massachusetts  US,448 Davis Drive Unit 60,Lawrence,Massachusetts,Essex County,01840,42.74837964151071,-71.16915559828387,1117212.8845000002,197427.3755
4f5a07ca-02e0-8981-3c30-4d9924a169a3,1983-12-12,,999-37-6244,S99973987,X64774243X,Mr.,Tony646,Ward668,,,M,white,nonhispanic,M,Worcester  Massachusetts  US,902 Gutkowski Hollow,Peabody,Massachusetts,Essex County,01940,42.53098046253374,-70.99559808642061,907036.61,9573.15
6a6a1b30-9966-bd68-e732-b7ce2c0b6ade,2013-11-19,,999-17-5887,,,,Roberto515,Quiroz936,,,,white,hispanic,M,Portsmouth  Saint John Parish  DM,759 Schimmel Hollow Unit 24,Haverhill,Massachusetts,Essex County,01835,42.77414223671853,-71.100912612649,201925.44,1434.3
be82309d-1a8f-df82-4cd6-5f03e1060e8e,1970-03-07,,999-49-3900,S99998879,X20800283X,Mr.,Felton646,Pouros728,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,805 Greenfelder Heights,Shirley,Massachusetts,Middlesex County,,42.58359110919537,-71.60138307288621,1168474.6625000003,125.52749999999992
5e2cd800-901b-55d3-edf4-ab6e3c7524ff,1983-03-13,,999-31-9450,S99941509,X19453034X,Mr.,Jonathon205,Rice937,JD,,S,white,nonhispanic,M,Beverly  Massachusetts  US,856 Corkery Ferry Apt 50,Somerville,Massachusetts,Middlesex County,02138,42.36139427023386,-71.11072241939358,978259.7749999999,23108.145
f93c78a3-57b8-4858-cad5-e449f26e3857,2008-12-10,,999-80-8776,,,,Man114,Halvorson124,,,,white,nonhispanic,M,Marblehead  Massachusetts  US,644 Abshire Park Suite 19,Brockton,Massachusetts,Plymouth County,,42.09331988782724,-70.94942531201588,327035.02499999997,2953.305
62bb08df-1e20-441c-6fea-94c47a30690a,1980-05-21,,999-86-6189,S99916713,X77230309X,Mrs.,Leonie332,Monahan736,,Raynor401,M,white,nonhispanic,F,Smith Mills  Massachusetts  US,497 Hegmann Gateway Suite 26,Newburyport,Massachusetts,Essex County,,42.80701594628023,-70.92184927122379,1273822.6425000003,48322.11749999999
d1822991-eb4f-aafe-6a88-cd5279b4385b,2017-01-09,,999-39-2759,,,,Solomon675,Moore224,,,,white,nonhispanic,M,Peabody  Massachusetts  US,948 Wilkinson Passage,Lancaster,Massachusetts,Worcester County,,42.52814462345663,-71.7013504839964,127579.35,32828.16
5b2f8ddd-408a-884c-00e9-047b13e6cc45,1999-07-06,,999-71-4100,S99988351,X19730009X,Mr.,Refugio197,Ratke343,,,,white,nonhispanic,M,Lowell  Massachusetts  US,692 Lakin View Unit 66,Lynn,Massachusetts,Essex County,01901,42.435875929814685,-70.99343487657872,659431.81,31019.670000000002
afd63046-5213-0c98-561f-12e6725cd1f5,1956-10-25,,999-88-6383,S99989633,X29496773X,Mrs.,Pattie91,West559,,Littel644,M,black,nonhispanic,F,Lowell  Massachusetts  US,1020 Dibbert Crossroad,Belmont,Massachusetts,Middlesex County,02472,42.40760795499724,-71.16850973016236,2090761.7830000005,420932.647
ceec80e3-5c50-be88-198c-e98375c8e8a2,1977-09-12,,999-47-3565,S99925368,X8596122X,Mr.,Gerry91,Treutel973,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,830 Lebsack Brook,Boston,Massachusetts,Suffolk County,02130,42.31900043200014,-71.06009819779324,1459667.6550000005,1421.9249999999997
19e3f2b0-8fd1-a8ae-2767-f0c89005b8d2,2010-11-27,,999-97-1329,,,,Keena534,Balistreri607,,,,asian,hispanic,F,Holliston  Massachusetts  US,938 Becker Common Unit 43,Revere,Massachusetts,Suffolk County,,42.39841670999573,-70.94689598215682,152495.90499999997,2362.605
363f50e2-9771-dfb4-1ff5-3d7db24b9ada,2021-09-04,,999-22-4018,,,,Juliette736,McClure239,,,,white,nonhispanic,F,Quincy  Massachusetts  US,293 Pacocha Knoll Unit 74,Boston,Massachusetts,Suffolk County,02128,42.43601260286119,-71.01435216396918,7728.18,0.0
3a74ce3c-442e-b4ef-fb10-560f58f8e613,1997-03-26,,999-49-2054,S99976277,X9668781X,Mr.,Leif534,Williamson769,,,,white,nonhispanic,M,Boston  Massachusetts  US,131 Shanahan Hollow Unit 98,Amherst,Massachusetts,Hampshire County,,42.32248430213231,-72.4888938156624,79244.404,30103.676
04f25f73-04b2-469c-3806-540417a0d61c,1969-10-19,2005-11-09,999-93-4258,S99913030,X20390688X,Mrs.,Maye976,Dickinson688,,Glover433,M,white,hispanic,F,Plymouth  Massachusetts  US,392 Renner Divide Suite 57,Woburn,Massachusetts,Middlesex County,,42.47847170316789,-71.16214462165658,2815496.5474999994,7908.892499999999
3ff3637c-86a6-6d45-8e41-f1b2c96fbcf4,2010-01-13,,999-95-3226,,,,Rosana394,Kessler503,,,,white,nonhispanic,F,Mashpee  Massachusetts  US,276 Deckow Tunnel Unit 19,Lowell,Massachusetts,Middlesex County,,42.604714829560734,-71.30423462954602,298852.3775,543.9824999999998
6b3a5686-0f63-5ce4-cc03-0bba2052f7b1,1958-10-28,,999-96-8207,S99914224,X43330625X,Mrs.,Lashawnda573,O'Hara248,,Greenfelder433,M,white,nonhispanic,F,Deerfield  Massachusetts  US,230 Robel Drive Suite 95,Lowell,Massachusetts,Middlesex County,01851,42.631652788414904,-71.37344386063603,1210508.1255,1210783.844499999
e70e7298-5026-74b0-505b-110dd1ce0af7,1941-10-26,,999-95-6406,S99955846,X26191014X,Mrs.,Lyla842,Braun514,,Kozey370,M,white,nonhispanic,F,Framingham  Massachusetts  US,250 Senger Glen Suite 62,Canton,Massachusetts,Norfolk County,,42.14481837066749,-71.09046249594442,2328980.126,274946.544
8761af66-90ad-7f7d-2102-58b767495473,1991-06-21,,999-65-6080,S99986136,X63302614X,Mr.,Jack927,Barton704,,,S,white,nonhispanic,M,Boston  Massachusetts  US,156 Haley Manor Unit 66,Medford,Massachusetts,Middlesex County,,42.46185600137178,-71.06937481174222,760228.9025,3786.1574999999993
50aac3ff-d836-adfd-620d-662fa08fdf55,1960-09-23,,999-39-5007,S99928200,X13955983X,Mrs.,Jacquelynn434,Morar593,,Connelly992,M,white,nonhispanic,F,Cambridge  Massachusetts  US,638 Hamill Orchard,Holyoke,Massachusetts,Hampden County,,42.18367618127297,-72.61096971979472,515229.47600000014,1361112.994
fcca54e8-5abe-cd71-30a0-464f15368bea,1993-12-12,,999-93-3994,S99954518,X33164416X,Mrs.,Oneida64,Stokes453,,Lemke654,M,white,nonhispanic,F,Revere  Massachusetts  US,1085 Grant Boulevard,Marblehead,Massachusetts,Essex County,,42.49291246290296,-70.82288753994087,1814465.2625000004,3730.7174999999997
c88891ca-5796-aca3-c67d-0b2043dd0463,2007-12-14,,999-76-2033,,,,Alexander630,Robel940,,,,white,nonhispanic,M,Westfield  Massachusetts  US,337 Nicolas Light,Marshfield,Massachusetts,Plymouth County,02050,42.12065615656291,-70.71224510102759,629927.13,131.21999999999994
a5ca099b-c28d-c0f4-653a-0d926051840a,2019-08-29,,999-43-1306,,,,Kevin729,Kautzer186,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,538 Stroman Pathway Apt 39,Lynn,Massachusetts,Essex County,01906,42.432214089921004,-70.92917302576713,61668.18000000001,56.21999999999992
0f235c70-d4a8-4a79-e124-eb3b6da274a0,1992-01-05,,999-69-3737,S99985809,X56624017X,Mrs.,Dovie983,Fay398,,Wunsch504,M,white,nonhispanic,F,Watertown  Massachusetts  US,194 Muller Mill Suite 76,Longmeadow,Massachusetts,Hampden County,01106,42.060906444033435,-72.54143976350323,923570.6865000001,197191.2335
e15d5c46-48a2-2364-2b4f-529ecbe0c956,1970-12-26,,999-43-7191,S99999275,X9664867X,Mr.,Edison640,Hudson301,,,S,white,nonhispanic,M,Seekonk  Massachusetts  US,946 Reichert Arcade Suite 67,Bourne,Massachusetts,Barnstable County,02532,41.78475675896708,-70.6140814363135,657408.255,56.11499999999995
97899f1d-9c3b-2b90-17b8-400c11ab8f0f,1969-10-19,,999-92-9590,S99972960,X36775426X,Ms.,Alberta625,Waters156,,,S,white,hispanic,F,Peabody  Massachusetts  US,246 Boyle Heights Apt 11,Woburn,Massachusetts,Middlesex County,01890,42.47373281976995,-71.19371785183553,2695191.1455000006,206727.3645
9ac43dbb-44d6-871e-b411-a1c18c61b55e,1942-10-15,1996-05-12,999-38-2466,S99958981,X3498799X,Mr.,Mohammad578,Mann644,,,M,black,nonhispanic,M,Marblehead  Massachusetts  US,730 Kessler Common Unit 54,Pembroke,Massachusetts,Plymouth County,,42.018233048286426,-70.78902836656532,1483250.2375,1904.7224999999999
87daa935-0fc8-61cf-9e00-b8540c292903,1959-11-17,,999-51-1827,S99983576,X60001847X,Mr.,Collin529,Becker968,,,S,white,nonhispanic,M,Cambridge  Massachusetts  US,727 O'Kon Green Suite 87,Methuen,Massachusetts,Essex County,01844,42.72398866372979,-71.1614110031373,1387814.2325000006,1236.5474999999997
81b2098d-e476-7d41-46b1-1c86fa027785,1956-02-18,,999-19-9446,S99925383,X8583497X,Mrs.,Isa815,Gorczany269,,Dooley940,M,white,nonhispanic,F,Natick  Massachusetts  US,722 Jenkins Harbor,North Plymouth,Massachusetts,Plymouth County,,42.007923355728,-70.6666560319566,1309087.8905000007,80931.26950000002
10a1709a-5dde-1e3a-4c06-d8de03764712,1958-04-07,2011-07-10,999-81-4359,S99921632,X77153984X,Mr.,Werner409,Schneider199,,,M,white,nonhispanic,M,Auburn  Massachusetts  US,474 Koelpin Street Suite 44,Yarmouth,Massachusetts,Barnstable County,,41.66042972483819,-70.22633625977939,2381577.0825,16500.7875
e984f023-1987-15a9-f24b-f980ce800206,1975-08-10,,999-12-5073,S99947934,X59393369X,Mrs.,Starla601,Collier206,,Armstrong51,M,white,nonhispanic,F,Boston  Massachusetts  US,754 Moore Road Apt 77,Scituate,Massachusetts,Plymouth County,,42.19355224924024,-70.73756348254831,1855792.1399999994,59302.740000000005
e92c1f65-ac3e-4732-1199-fcaefa803406,1969-06-17,,999-37-5672,S99952360,X51466551X,Mr.,Ernesto186,Jaramillo133,,,S,white,hispanic,M,Havana  Havana  CU,508 Mueller Center Apt 38,Winthrop,Massachusetts,Suffolk County,02128,42.41739517303299,-71.00622320700667,1324142.2075,496.88249999999994
e000e5c8-30f7-7a53-a324-7f3e431ba008,1970-03-08,,999-63-3223,S99915120,X58434553X,Mr.,Cletus494,Bartell116,,,M,white,nonhispanic,M,Lowell  Massachusetts  US,417 Jacobson Wynd,Amherst,Massachusetts,Hampshire County,,42.403636828728615,-72.50083819963562,327178.87500000006,203960.29499999995
f7a3acd9-1c09-59d6-dbaa-079164cbe703,1976-02-19,,999-36-1674,S99957653,X50897317X,Mr.,Emerson869,Frami345,,,M,white,nonhispanic,M,Boston  Massachusetts  US,213 Weissnat Port Apt 83,Taunton,Massachusetts,Bristol County,02718,41.86833707898191,-71.14495171730232,249879.2675,23.872499999999945
96df4283-1388-506c-e88f-77cd4232e1b4,1942-10-15,1993-01-06,999-39-6092,S99945742,X860688X,Mr.,Alonso270,Barton704,,,M,black,nonhispanic,M,Bedford  Massachusetts  US,320 Doyle Key Apt 86,Pembroke,Massachusetts,Plymouth County,,42.03897771237535,-70.83954666928355,1987240.9,205909.26000000004
74b7fc31-8223-c477-0ec9-5b2ceea7c28f,1970-09-19,,999-32-8750,S99959598,X89632338X,Mr.,Isiah14,Jacobs452,,,M,black,nonhispanic,M,Wenham  Massachusetts  US,856 Gerlach Branch,Canton,Massachusetts,Norfolk County,,42.13423920861032,-71.11283720301776,2104482.625,3307.545
78a50f0f-cce6-17f0-cc9f-bd605ce78292,1984-12-26,,999-96-2106,S99920846,X64074744X,Mrs.,Mardell937,Legros616,,Johnston597,M,white,nonhispanic,F,New Bedford  Massachusetts  US,365 Prosacco Byway,Cohasset,Massachusetts,Norfolk County,,42.276723163726274,-70.7630702435798,1099682.6775,587.5124999999999
b45719be-ad92-ca35-29be-daaacf4f258b,1966-03-01,,999-63-7968,S99988817,X49302987X,Mr.,Pierre431,Collins926,,,M,white,nonhispanic,M,Lexington  Massachusetts  US,568 Stokes Course Unit 49,Boston,Massachusetts,Suffolk County,02163,42.33318843055388,-71.0209209240505,180626.78650000007,103678.9435
87cecc0c-9c64-cc50-5370-d7c881ccbd61,1948-03-03,2008-06-21,999-19-8762,S99918771,X16628457X,Mr.,Lucio648,Toy286,,,M,white,nonhispanic,M,Rockport  Massachusetts  US,558 Kunze Divide Suite 93,Somerville,Massachusetts,Middlesex County,02143,42.393354444289166,-71.09287627755792,1553128.2950000006,1151.8949999999998
